,BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE,MAX_WATER
0,202209,28,1600,202209,29,2200,174569,1058275,FLORIDA,12,2022,September,Flood,C,69,LAKE,MLB,28-SEP-22 16:00:00,EST-5,29-SEP-22 22:00:00,0,0,0,0,4500,0.00K,NWS Storm Survey,,,Heavy Rain / Tropical System,,,,,,,,,0.0,ESE,ASTOR,3.0,SSE,ASTOR,29.1674,-81.523,29.1329,-81.5132,"After making landfall as a major hurricane in southwest Florida near Cayo Costa, Ian crossed the peninsula and into east central Florida (southern Osceola County) as a Category 1 Hurricane with estimated maximum sustained winds of 75 mph. The system was downgraded to a tropical storm shortly thereafter and emerged into the Atlantic Ocean near Cape Canaveral. Ian's slow movement and large wind field led to a long period of tropical storm force winds across all of east central Florida, as well as hurricane force gusts in squalls and historic rainfall and flooding across parts of the area. Widespread rainfall totals of 4 to 8 inches were reported throughout the area, with a corridor of 10 to 20 inches across Osceola, Orange, Seminole, Volusia, and northern Brevard counties. The maximum observed rainfall total was 21.09 inches in Spruce Creek, Volusia County. The St. Johns River experienced historic rises with record crests set at Astor, Deland, Sanford, and Lake Harney in the days and weeks following Ian's heavy rainfall. A tornado briefly touched down and crossed US-192 in rural Brevard County with no damage to structures reported. Persistent onshore flow before and during the storm led to water level rises (storm surge) of 1-3 feet along the east central Florida, bringing moderate to severe beach erosion, with the most significant effects noted in Volusia County. Collectively, the effects of Hurricane Ian led to 15 storm-related fatalities (6 direct and 9 indirect) and between $800-900M in property damage across east central Florida.","Rainfall totals averaging between 5 to 7 inches, with locally higher amounts of up to 9 inches were reported, resulting in areas of urban and poor drainage flooding throughout the county. A NWS Storm Survey, combined with county drone and helicopter footage, captured major river flooding along the river in Astor, including the Astor Landing Campground, with water entering numerous structures. A damage assessment report from the county indicates 27 structures affected, 61 with minor damage, and 49 with major damage. Total estimated damage is approximately $4.5M primarily due to flooding. The St. Johns River reached record crests at both Astor (4.71 ft. on Oct. 1) and Deland (6.33 ft. on Oct. 11).",CSV,2.5302378330989317
1,202209,29,400,202209,29,1000,174569,1058417,FLORIDA,12,2022,September,Flash Flood,C,95,ORANGE,MLB,29-SEP-22 04:00:00,EST-5,29-SEP-22 10:00:00,0,0,0,0,0,0.00K,River/Stream Gage,,,Heavy Rain / Tropical System,,,,,,,,,3.0,ESE,ORLOVISTA,3.0,SSE,UNION PARK,28.5077,-81.4304,28.5305,-81.2577,"After making landfall as a major hurricane in southwest Florida near Cayo Costa, Ian crossed the peninsula and into east central Florida (southern Osceola County) as a Category 1 Hurricane with estimated maximum sustained winds of 75 mph. The system was downgraded to a tropical storm shortly thereafter and emerged into the Atlantic Ocean near Cape Canaveral. Ian's slow movement and large wind field led to a long period of tropical storm force winds across all of east central Florida, as well as hurricane force gusts in squalls and historic rainfall and flooding across parts of the area. Widespread rainfall totals of 4 to 8 inches were reported throughout the area, with a corridor of 10 to 20 inches across Osceola, Orange, Seminole, Volusia, and northern Brevard counties. The maximum observed rainfall total was 21.09 inches in Spruce Creek, Volusia County. The St. Johns River experienced historic rises with record crests set at Astor, Deland, Sanford, and Lake Harney in the days and weeks following Ian's heavy rainfall. A tornado briefly touched down and crossed US-192 in rural Brevard County with no damage to structures reported. Persistent onshore flow before and during the storm led to water level rises (storm surge) of 1-3 feet along the east central Florida, bringing moderate to severe beach erosion, with the most significant effects noted in Volusia County. Collectively, the effects of Hurricane Ian led to 15 storm-related fatalities (6 direct and 9 indirect) and between $800-900M in property damage across east central Florida.","Flash flooding affected many locations within Orange and Seminole Counties due to 8-14 inches of rain, which occurred primarily over a 12-18 hour period. Numerous roadways were flooded and became impassible. FDOT reported several water rescues along on-ramps to Interstate 4, where between 3 to 5 feet of standing water was noted. Emergency Management officials indicated numerous water rescues elsewhere along area roadways and within residential communities.",CSV,0.7089718806355569
2,202209,28,1400,202209,30,2359,174569,1058282,FLORIDA,12,2022,September,Flood,C,97,OSCEOLA,MLB,28-SEP-22 14:00:00,EST-5,30-SEP-22 23:59:00,0,0,1,0,245000,0.00K,NWS Storm Survey,,,Heavy Rain / Tropical System,,,,,,,,,4.0,SSW,ALLIGATOR LAKE CITY,5.0,NE,PINE GROVE,28.1684,-81.1433,28.3266,-81.1229,"After making landfall as a major hurricane in southwest Florida near Cayo Costa, Ian crossed the peninsula and into east central Florida (southern Osceola County) as a Category 1 Hurricane with estimated maximum sustained winds of 75 mph. The system was downgraded to a tropical storm shortly thereafter and emerged into the Atlantic Ocean near Cape Canaveral. Ian's slow movement and large wind field led to a long period of tropical storm force winds across all of east central Florida, as well as hurricane force gusts in squalls and historic rainfall and flooding across parts of the area. Widespread rainfall totals of 4 to 8 inches were reported throughout the area, with a corridor of 10 to 20 inches across Osceola, Orange, Seminole, Volusia, and northern Brevard counties. The maximum observed rainfall total was 21.09 inches in Spruce Creek, Volusia County. The St. Johns River experienced historic rises with record crests set at Astor, Deland, Sanford, and Lake Harney in the days and weeks following Ian's heavy rainfall. A tornado briefly touched down and crossed US-192 in rural Brevard County with no damage to structures reported. Persistent onshore flow before and during the storm led to water level rises (storm surge) of 1-3 feet along the east central Florida, bringing moderate to severe beach erosion, with the most significant effects noted in Volusia County. Collectively, the effects of Hurricane Ian led to 15 storm-related fatalities (6 direct and 9 indirect) and between $800-900M in property damage across east central Florida.","Rainfall totals averaging between 8 to 12 inches, with locally higher amounts of up to 16 inches were reported, resulting in widespread street, urban, and poor drainage flooding. Numerous roadways were impacted by significant levels of standing water and many retention ponds reached capacity or overflowed. Notable flooding occurred in communities adjacent to Lake Center and Runnymede Lake in St. Cloud, as well as Mill Slough and Boggy Creek in Kissimmee. A NWS Flood Survey, combined with areal photography, confirmed historic flooding along Shingle Creek and within Good Samaritan Village in Kissimmee. Shingle Creek reached a record crest of 64.21 ft. on Oct. 1. A 71-year-old was discovered drowned face down in a foot of water in his home in the Good Samaritan Village in Kissimmee on Oct. 5 (direct).||A damage assessment report from the county indicated 4226 structures affected, 2474 with minor damage, 1733 with major damage, and 5 destroyed. The combined effects of Ian led to total estimated damages of approximately $245M across, mainly due to widespread and historic flooding.",CSV,0.8019463523005997
3,202209,28,1400,202209,30,2359,174569,1058319,FLORIDA,12,2022,September,Flood,C,117,SEMINOLE,MLB,28-SEP-22 14:00:00,EST-5,30-SEP-22 23:59:00,0,0,0,0,241000,0.00K,NWS Storm Survey,,,Heavy Rain / Tropical System,,,,,,,,,1.0,ESE,BEAR LAKE,1.0,SE,CHULUOTA,28.6479,-81.4181,28.625,-81.1235,"After making landfall as a major hurricane in southwest Florida near Cayo Costa, Ian crossed the peninsula and into east central Florida (southern Osceola County) as a Category 1 Hurricane with estimated maximum sustained winds of 75 mph. The system was downgraded to a tropical storm shortly thereafter and emerged into the Atlantic Ocean near Cape Canaveral. Ian's slow movement and large wind field led to a long period of tropical storm force winds across all of east central Florida, as well as hurricane force gusts in squalls and historic rainfall and flooding across parts of the area. Widespread rainfall totals of 4 to 8 inches were reported throughout the area, with a corridor of 10 to 20 inches across Osceola, Orange, Seminole, Volusia, and northern Brevard counties. The maximum observed rainfall total was 21.09 inches in Spruce Creek, Volusia County. The St. Johns River experienced historic rises with record crests set at Astor, Deland, Sanford, and Lake Harney in the days and weeks following Ian's heavy rainfall. A tornado briefly touched down and crossed US-192 in rural Brevard County with no damage to structures reported. Persistent onshore flow before and during the storm led to water level rises (storm surge) of 1-3 feet along the east central Florida, bringing moderate to severe beach erosion, with the most significant effects noted in Volusia County. Collectively, the effects of Hurricane Ian led to 15 storm-related fatalities (6 direct and 9 indirect) and between $800-900M in property damage across east central Florida.","Rainfall totals averaging between 12 to 14 inches, with locally higher amounts of up to 16 inches were reported, resulting in widespread street, urban, and poor drainage flooding. County officials reported significant residential flooding in homes along both the Little and Big Econlockhatchee Rivers near Oviedo, as well as Howell and Gee Creeks in Winter Springs. An on-site survey, combined with county areal photography, confirmed major flooding along the Little Wekiva River, with water entering numerous homes along Little Wekiva Rd. in the Spring Oaks subdivision of Altamonte Springs.  See separate entry for details on the significant (flash) flooding event which affected the Spring Oaks subdivision along the Little Wekiva River. ||Widespread inundation occurred along the shores of the St. Johns River and its associated lakes in Seminole County. Lake Harney, where the river crested at a record stage of 12.7 ft. on Oct. 3, flooded numerous structures including the Jolly Gator Fish Camp and homes along Prevatt Rd., Lake Harney Cir., Fort Lane Rd., and Whitcomb Dr. Flooding was reported in communities adjacent to the river near Mullet Lake and north of SR-46 in Geneva. A portion of SR-46, between S. Jungle Rd. and Hatbill Rd., was closed from Oct. 2 - 22. Additional flooding of structures was reported on the south end of Lake Jesup on Lake St. near Overlook Park, as well as in the Black Hammock Community in Oviedo. Further downstream, at Lake Monroe, widespread inundation occurred along the Sanford Waterfront on Seminole Blvd., including residential areas to the east between Mellonville Ave. and Crescent Blvd. More homes were flooded in a community west of the Interstate 4 and US-17 bridges between Missouri Ave. and Canal Dr., as well as along Michigan Ave. near the Black Bear Wilderness Area. The river at Sanford crested at a record stage of 8.96 ft. on Oct. 9th.||A countywide damage assessment indicated 3058 structures affected, 580 with minor damage, 1076 with major damage, and 2 destroyed, mainly due to widespread and historic flooding. The combined effects of Ian led to a total estimated damage of approximately $241M.",CSV,0.723731927288245
4,202209,28,0,202209,30,2359,174569,1058341,FLORIDA,12,2022,September,Flood,C,127,VOLUSIA,MLB,28-SEP-22 00:00:00,EST-5,30-SEP-22 23:59:00,0,0,4,0,340000,0.00K,Emergency Manager,,,Heavy Rain / Tropical System,,,,,,,,,2.0,NW,WEST HOLLY HILL,1.0,N,ORMOND BEACH,29.2695,-81.1075,29.3013,-81.0468,"After making landfall as a major hurricane in southwest Florida near Cayo Costa, Ian crossed the peninsula and into east central Florida (southern Osceola County) as a Category 1 Hurricane with estimated maximum sustained winds of 75 mph. The system was downgraded to a tropical storm shortly thereafter and emerged into the Atlantic Ocean near Cape Canaveral. Ian's slow movement and large wind field led to a long period of tropical storm force winds across all of east central Florida, as well as hurricane force gusts in squalls and historic rainfall and flooding across parts of the area. Widespread rainfall totals of 4 to 8 inches were reported throughout the area, with a corridor of 10 to 20 inches across Osceola, Orange, Seminole, Volusia, and northern Brevard counties. The maximum observed rainfall total was 21.09 inches in Spruce Creek, Volusia County. The St. Johns River experienced historic rises with record crests set at Astor, Deland, Sanford, and Lake Harney in the days and weeks following Ian's heavy rainfall. A tornado briefly touched down and crossed US-192 in rural Brevard County with no damage to structures reported. Persistent onshore flow before and during the storm led to water level rises (storm surge) of 1-3 feet along the east central Florida, bringing moderate to severe beach erosion, with the most significant effects noted in Volusia County. Collectively, the effects of Hurricane Ian led to 15 storm-related fatalities (6 direct and 9 indirect) and between $800-900M in property damage across east central Florida.","Rainfall totals averaging between 10 to 16 inches, with locally higher amounts of up to 20 inches were reported particularly in the coastal part of the county, resulting in widespread residential, street, urban, and poor drainage flooding. ||County drone and helicopter footage combined with on-site surveys captured considerable river and lakeshore flooding, with water entering numerous structures along the St. Johns River near Astor and South Moon Fish Camp, Lake Monroe in Stone Island, and Little Lake near Osteen. The St. Johns River reached record crests at both Astor (4.71 ft. on Oct. 1) and Deland (6.33 ft. on Oct. 11). See separate entry for additional details on significant (flash) flooding event in Daytona Beach, Port Orange, and New Smyrna Beach. ||A 67-year-old resident of New Smyrna Beach died due to rising flood waters in his home after he fell and rescuers were unable to reach him in time (direct). A 72-year-old Deltona man drowned after falling into a flooded canal by his home while attempting to use a hose to drain his pool (direct). A 91-year-old New Smyrna Beach man was discovered in about 6 inches of water in his home by emergency responders (direct). A 79-year-old male from Daytona Beach was found face-down in water in his home (direct).||A county damage assessment indicated 3554 structures affected, 2602 with minor damage, 645 with major damage, and 48 destroyed, mainly due to widespread and historic flooding. The combined effects of Hurricane Ian led to a total estimated damage of approximately $340M.",CSV,2.4357013638779277
5,202209,29,0,202209,29,800,174569,1058468,FLORIDA,12,2022,September,Flash Flood,C,95,ORANGE,MLB,29-SEP-22 00:00:00,EST-5,29-SEP-22 08:00:00,0,0,0,0,0,0.00K,Fire Department/Rescue,,,Heavy Rain / Tropical System,,,,,,,,,1.0,ENE,HOLDEN HGTS,1.0,ENE,SKY LAKE,28.5262,-81.369,28.456,-81.3684,"After making landfall as a major hurricane in southwest Florida near Cayo Costa, Ian crossed the peninsula and into east central Florida (southern Osceola County) as a Category 1 Hurricane with estimated maximum sustained winds of 75 mph. The system was downgraded to a tropical storm shortly thereafter and emerged into the Atlantic Ocean near Cape Canaveral. Ian's slow movement and large wind field led to a long period of tropical storm force winds across all of east central Florida, as well as hurricane force gusts in squalls and historic rainfall and flooding across parts of the area. Widespread rainfall totals of 4 to 8 inches were reported throughout the area, with a corridor of 10 to 20 inches across Osceola, Orange, Seminole, Volusia, and northern Brevard counties. The maximum observed rainfall total was 21.09 inches in Spruce Creek, Volusia County. The St. Johns River experienced historic rises with record crests set at Astor, Deland, Sanford, and Lake Harney in the days and weeks following Ian's heavy rainfall. A tornado briefly touched down and crossed US-192 in rural Brevard County with no damage to structures reported. Persistent onshore flow before and during the storm led to water level rises (storm surge) of 1-3 feet along the east central Florida, bringing moderate to severe beach erosion, with the most significant effects noted in Volusia County. Collectively, the effects of Hurricane Ian led to 15 storm-related fatalities (6 direct and 9 indirect) and between $800-900M in property damage across east central Florida.","Flash flooding affected many locations within Orange County due to 8-14 inches of rain, which occurred primarily over a 12-18 hour period. Numerous roadways were flooded and became impassible. Emergency Management officials indicated several water rescues along area roadways and within residential communities to the north of Orlando International Airport due to standing water of up to 3 to 5 foot in depth.",CSV,0.6851630583265351
6,202209,28,1400,202209,30,2359,174569,1058349,FLORIDA,12,2022,September,Flood,C,9,BREVARD,MLB,28-SEP-22 14:00:00,EST-5,30-SEP-22 23:59:00,0,0,0,0,7500,0.00K,Emergency Manager,,,Heavy Rain / Tropical System,,,,,,,,,4.0,SW,TITUSVILLE AIRPARK,6.0,WSW,TITUSVILLE AIRPARK,28.5758,-80.874,28.5786,-80.916,"After making landfall as a major hurricane in southwest Florida near Cayo Costa, Ian crossed the peninsula and into east central Florida (southern Osceola County) as a Category 1 Hurricane with estimated maximum sustained winds of 75 mph. The system was downgraded to a tropical storm shortly thereafter and emerged into the Atlantic Ocean near Cape Canaveral. Ian's slow movement and large wind field led to a long period of tropical storm force winds across all of east central Florida, as well as hurricane force gusts in squalls and historic rainfall and flooding across parts of the area. Widespread rainfall totals of 4 to 8 inches were reported throughout the area, with a corridor of 10 to 20 inches across Osceola, Orange, Seminole, Volusia, and northern Brevard counties. The maximum observed rainfall total was 21.09 inches in Spruce Creek, Volusia County. The St. Johns River experienced historic rises with record crests set at Astor, Deland, Sanford, and Lake Harney in the days and weeks following Ian's heavy rainfall. A tornado briefly touched down and crossed US-192 in rural Brevard County with no damage to structures reported. Persistent onshore flow before and during the storm led to water level rises (storm surge) of 1-3 feet along the east central Florida, bringing moderate to severe beach erosion, with the most significant effects noted in Volusia County. Collectively, the effects of Hurricane Ian led to 15 storm-related fatalities (6 direct and 9 indirect) and between $800-900M in property damage across east central Florida.","Rainfall totals averaging between 3 to 5 inches, with locally higher amounts up to 7 inches, were reported in the south part of Brevard County. Rainfall totals of 7 to 12 inches, with locally high amounts up to 14 inches, were reported in northern Brevard County. This resulted in areas of residential, street, urban, and poor drainage flooding, particularly across the north part of the county. Numerous roadways were impacted by significant levels of standing water and many retention ponds reached capacity or overflowed. The St. Johns River crested in moderate flood stage at 16.56 ft. on Oct. 11., which led to some street and structure flooding along the river's shoreline and connected lakes, particularly near Mims. A county assessment indicated $7.5M in damages from the storm, primarily due to flood waters.",CSV,0.723731927288245
7,202209,29,100,202209,29,800,174569,1058496,FLORIDA,12,2022,September,Flash Flood,C,97,OSCEOLA,MLB,29-SEP-22 01:00:00,EST-5,29-SEP-22 08:00:00,0,0,0,0,0,0.00K,Fire Department/Rescue,,,Heavy Rain / Tropical System,,,,,,,,,1.0,S,PEGHORN,4.0,NNE,SOUTH PORT,28.2603,-81.3187,28.1846,-81.3236,"After making landfall as a major hurricane in southwest Florida near Cayo Costa, Ian crossed the peninsula and into east central Florida (southern Osceola County) as a Category 1 Hurricane with estimated maximum sustained winds of 75 mph. The system was downgraded to a tropical storm shortly thereafter and emerged into the Atlantic Ocean near Cape Canaveral. Ian's slow movement and large wind field led to a long period of tropical storm force winds across all of east central Florida, as well as hurricane force gusts in squalls and historic rainfall and flooding across parts of the area. Widespread rainfall totals of 4 to 8 inches were reported throughout the area, with a corridor of 10 to 20 inches across Osceola, Orange, Seminole, Volusia, and northern Brevard counties. The maximum observed rainfall total was 21.09 inches in Spruce Creek, Volusia County. The St. Johns River experienced historic rises with record crests set at Astor, Deland, Sanford, and Lake Harney in the days and weeks following Ian's heavy rainfall. A tornado briefly touched down and crossed US-192 in rural Brevard County with no damage to structures reported. Persistent onshore flow before and during the storm led to water level rises (storm surge) of 1-3 feet along the east central Florida, bringing moderate to severe beach erosion, with the most significant effects noted in Volusia County. Collectively, the effects of Hurricane Ian led to 15 storm-related fatalities (6 direct and 9 indirect) and between $800-900M in property damage across east central Florida.","Flash flooding affected many locations within Osceola County due to 8-12 inches of rain, which occurred primarily over a 12-18 hour period. Numerous roadways were flooded and became impassible. Emergency Management officials indicated several water rescues along area roadways and within residential communities in St. Cloud due to standing water in excess of three feet in depth. Florida Highway Patrol reported a full closure of the Florida Turnpike between Mile Marker's 254-267 near St. Cloud due to standing water on both sides of the highway.",CSV,0.8019463523005997
8,202209,29,300,202209,29,900,174569,1058500,FLORIDA,12,2022,September,Flash Flood,C,9,BREVARD,MLB,29-SEP-22 03:00:00,EST-5,29-SEP-22 09:00:00,0,0,0,0,0,0.00K,Emergency Manager,,,Heavy Rain / Tropical System,,,,,,,,,3.0,WNW,SCOTTSMOOR,3.0,WNW,TITUSVILLE AIRPARK,28.7786,-80.9149,28.6331,-80.8782,"After making landfall as a major hurricane in southwest Florida near Cayo Costa, Ian crossed the peninsula and into east central Florida (southern Osceola County) as a Category 1 Hurricane with estimated maximum sustained winds of 75 mph. The system was downgraded to a tropical storm shortly thereafter and emerged into the Atlantic Ocean near Cape Canaveral. Ian's slow movement and large wind field led to a long period of tropical storm force winds across all of east central Florida, as well as hurricane force gusts in squalls and historic rainfall and flooding across parts of the area. Widespread rainfall totals of 4 to 8 inches were reported throughout the area, with a corridor of 10 to 20 inches across Osceola, Orange, Seminole, Volusia, and northern Brevard counties. The maximum observed rainfall total was 21.09 inches in Spruce Creek, Volusia County. The St. Johns River experienced historic rises with record crests set at Astor, Deland, Sanford, and Lake Harney in the days and weeks following Ian's heavy rainfall. A tornado briefly touched down and crossed US-192 in rural Brevard County with no damage to structures reported. Persistent onshore flow before and during the storm led to water level rises (storm surge) of 1-3 feet along the east central Florida, bringing moderate to severe beach erosion, with the most significant effects noted in Volusia County. Collectively, the effects of Hurricane Ian led to 15 storm-related fatalities (6 direct and 9 indirect) and between $800-900M in property damage across east central Florida.","Flash flooding affected northern Brevard County due to 8-14 inches of rain, which occurred primarily over a 12-18 hour period. Emergency Management officials indicated numerous water rescues elsewhere along area roadways and within residential communities, particularly in Mims and Scottsmoor where the heaviest rain fell. Many areas experienced standing water at/above 3 feet above ground level and|water approached or entered several homes.",CSV,0.6851630583265351
9,202209,27,2200,202209,28,1000,174569,1058409,FLORIDA,12,2022,September,Flood,C,61,INDIAN RIVER,MLB,27-SEP-22 22:00:00,EST-5,28-SEP-22 10:00:00,0,0,0,0,0,0.00K,Official NWS Observations,,,Heavy Rain / Tropical System,,,,,,,,,2.0,NW,(VRB)VERO BEACH MUNI,2.0,SW,VERO BEACH,27.6668,-80.4367,27.6069,-80.4181,"After making landfall as a major hurricane in southwest Florida near Cayo Costa, Ian crossed the peninsula and into east central Florida (southern Osceola County) as a Category 1 Hurricane with estimated maximum sustained winds of 75 mph. The system was downgraded to a tropical storm shortly thereafter and emerged into the Atlantic Ocean near Cape Canaveral. Ian's slow movement and large wind field led to a long period of tropical storm force winds across all of east central Florida, as well as hurricane force gusts in squalls and historic rainfall and flooding across parts of the area. Widespread rainfall totals of 4 to 8 inches were reported throughout the area, with a corridor of 10 to 20 inches across Osceola, Orange, Seminole, Volusia, and northern Brevard counties. The maximum observed rainfall total was 21.09 inches in Spruce Creek, Volusia County. The St. Johns River experienced historic rises with record crests set at Astor, Deland, Sanford, and Lake Harney in the days and weeks following Ian's heavy rainfall. A tornado briefly touched down and crossed US-192 in rural Brevard County with no damage to structures reported. Persistent onshore flow before and during the storm led to water level rises (storm surge) of 1-3 feet along the east central Florida, bringing moderate to severe beach erosion, with the most significant effects noted in Volusia County. Collectively, the effects of Hurricane Ian led to 15 storm-related fatalities (6 direct and 9 indirect) and between $800-900M in property damage across east central Florida.","Heavy rain embedded within the outer bands ahead of Hurricane Ian produced widespread rainfall totals of 4 to 8 inches across Indian River County, resulting in sporadic reports of street, urban, and poor drainage flooding. Several roadways were impacted by significant levels of standing water and many retention ponds reached capacity or overflowed.",CSV,0.241298451864191
